codigo;departamento;municipio;particulares;lea;total;
25402;Cundinamarca;La Vega;13.054;31;13.085;
25407;Cundinamarca;Lenguazaque;9.414;11;9.425;
25426;Cundinamarca;Macheta;6.022;35;6.057;
25430;Cundinamarca;Madrid;108.885;811;109.696;
25436;Cundinamarca;Manta;3.328;26;3.354;
25438;Cundinamarca;Medina;7.269;12;7.281;
25473;Cundinamarca;Mosquera;128.880;13;128.893;
25483;Cundinamarca;Nariño;2.100;1;2.101;
25486;Cundinamarca;Nemocón;12.198;0;12.198;
25488;Cundinamarca;Nilo;6.960;3.595;10.555;
25489;Cundinamarca;Nimaima;3.059;27;3.086;
25491;Cundinamarca;Nocaima;5.194;17;5.211;
25506;Cundinamarca;Venecia;4.106;24;4.130;
25513;Cundinamarca;Pacho;23.647;79;23.726;
25518;Cundinamarca;Paime;3.854;11;3.865;
25524;Cundinamarca;Pandi;4.734;1;4.735;
25530;Cundinamarca;Paratebueno;8.001;42;8.043;
25535;Cundinamarca;Pasca;8.686;0;8.686;
25572;Cundinamarca;Puerto Salgar;14.691;328;15.019;
25580;Cundinamarca;Pulí;2.524;1;2.525;
25592;Cundinamarca;Quebradanegra;4.447;6;4.453;
25594;Cundinamarca;Quetame;4.928;1;4.929;
25596;Cundinamarca;Quipile;6.110;4;6.114;
25599;Cundinamarca;Apulo;7.530;3;7.533;
25612;Cundinamarca;Ricaurte;10.787;1;10.788;
25645;Cundinamarca;San Antonio del Tequendama;10.202;12;10.214;
25649;Cundinamarca;San Bernardo;7.404;13;7.417;
25653;Cundinamarca;San Cayetano;4.043;0;4.043;
25658;Cundinamarca;San Francisco;9.376;268;9.644;
25662;Cundinamarca;San Juan de Río Seco;7.494;53;7.547;
25718;Cundinamarca;Sasaima;9.299;508;9.807;
25736;Cundinamarca;Sesquilé;11.048;19;11.067;
25740;Cundinamarca;Sibaté;31.511;1.292;32.803;
25743;Cundinamarca;Silvania;20.548;33;20.581;
25745;Cundinamarca;Simijaca;11.489;37;11.526;
25754;Cundinamarca;Soacha;644.768;437;645.205;
25758;Cundinamarca;Sopó;24.779;59;24.838;
25769;Cundinamarca;Subachoque;14.860;14;14.874;
25772;Cundinamarca;Suesca;15.395;6;15.401;
25777;Cundinamarca;Supatá;4.726;0;4.726;
25779;Cundinamarca;Susa;6.073;0;6.073;
25781;Cundinamarca;Sutatausa;5.258;0;5.258;
25785;Cundinamarca;Tabio;20.565;37;20.602;
25793;Cundinamarca;Tausa;6.694;41;6.735;
25797;Cundinamarca;Tena;8.062;10;8.072;
25799;Cundinamarca;Tenjo;20.368;18;20.386;
25805;Cundinamarca;Tibacuy;3.943;1;3.944;
25807;Cundinamarca;Tibirita;2.435;4;2.439;
25815;Cundinamarca;Tocaima;13.445;204;13.649;
25817;Cundinamarca;Tocancipá;39.357;59;39.416;
25823;Cundinamarca;Topaipí;3.523;14;3.537;
25839;Cundinamarca;Ubalá;7.202;381;7.583;
25841;Cundinamarca;Ubaque;6.390;0;6.390;
25843;Cundinamarca;Villa de San Diego de Ubate;39.717;284;40.001;
25845;Cundinamarca;Une;6.901;1;6.902;
25851;Cundinamarca;Útica;4.019;13;4.032;
25862;Cundinamarca;Vergara;6.036;27;6.063;
25867;Cundinamarca;Vianí;3.806;0;3.806;
25871;Cundinamarca;Villagómez;1.695;17;1.712;
25873;Cundinamarca;Villapinzón;15.814;20;15.834;
25875;Cundinamarca;Villeta;25.669;288;25.957;
25878;Cundinamarca;Viotá;12.538;51;12.589;
25885;Cundinamarca;Yacopí;10.887;0;10.887;
25898;Cundinamarca;Zipacón;4.211;0;4.211;
25899;Cundinamarca;Zipaquirá;128.968;684;129.652;
27001;Chocó;Quibdó;119.481;1.198;120.679;
27006;Chocó;Acandí;12.095;0;12.095;
27025;Chocó;Alto Baudo;23.954;0;23.954;
27050;Chocó;Atrato;5.494;25;5.519;
27073;Chocó;Bagadó;10.553;30;10.583;
27075;Chocó;Bahía Solano;9.135;282;9.417;
27077;Chocó;Bajo Baudó;18.451;110;18.561;
27099;Chocó;Bojaya;11.930;3;11.933;
27135;Chocó;El Cantón del San Pablo;5.660;3;5.663;
27150;Chocó;Carmen del Darien;13.111;78;13.189;
27160;Chocó;Cértegui;4.683;0;4.683;
27205;Chocó;Condoto;12.232;19;12.251;
27245;Chocó;El Carmen de Atrato;7.898;2;7.900;
27250;Chocó;El Litoral del San Juan;11.579;0;11.579;
27361;Chocó;Istmina;27.349;738;28.087;
27372;Chocó;Juradó;4.108;0;4.108;
27413;Chocó;Lloró;8.928;0;8.928;
27425;Chocó;Medio Atrato;10.140;0;10.140;
27430;Chocó;Medio Baudó;13.423;0;13.423;
27450;Chocó;Medio San Juan;9.051;22;9.073;
27491;Chocó;Nóvita;8.164;0;8.164;
27495;Chocó;Nuquí;3.456;0;3.456;
27580;Chocó;Río Iro;4.525;0;4.525;
27600;Chocó;Río Quito;7.974;0;7.974;
27615;Chocó;Riosucio;47.901;356;48.257;
27660;Chocó;San José del Palmar;4.721;0;4.721;
27745;Chocó;Sipí;2.768;0;2.768;
27787;Chocó;Tadó;16.945;55;17.000;
27800;Chocó;Unguía;12.192;0;12.192;
27810;Chocó;Unión Panamericana;6.458;132;6.590;
41001;Huila;Neiva;313.310;1.216;314.526;
41006;Huila;Acevedo;24.562;0;24.562;
41013;Huila;Agrado;8.578;15;8.593;
41016;Huila;Aipe;14.634;183;14.817;
41020;Huila;Algeciras;20.015;244;20.259;
41026;Huila;Altamira;3.810;359;4.169;
41078;Huila;Baraya;6.397;282;6.679;
41132;Huila;Campoalegre;30.082;101;30.183;
41206;Huila;Colombia;6.965;75;7.040;
41244;Huila;Elías;3.733;3;3.736;
41298;Huila;Garzón;65.319;992;66.311;
41306;Huila;Gigante;22.622;249;22.871;
41319;Huila;Guadalupe;15.875;38;15.913;
41349;Huila;Hobo;6.686;14;6.700;
41357;Huila;Iquira;9.044;20;9.064;
41359;Huila;Isnos;24.571;22;24.593;
41378;Huila;La Argentina;12.475;0;12.475;
41396;Huila;La Plata;53.967;438;54.405;
41483;Huila;Nátaga;6.157;11;6.168;
41503;Huila;Oporapa;11.111;0;11.111;
41518;Huila;Paicol;6.403;21;6.424;
41524;Huila;Palermo;24.146;97;24.243;
41530;Huila;Palestina;10.454;0;10.454;
41548;Huila;Pital;12.222;24;12.246;
41551;Huila;Pitalito;118.991;1.296;120.287;
41615;Huila;Rivera;21.065;1.812;22.877;
41660;Huila;Saladoblanco;10.065;11;10.076;
41668;Huila;San Agustín;32.380;29;32.409;
41676;Huila;Santa María;10.215;0;10.215;
41770;Huila;Suaza;17.362;14;17.376;
41791;Huila;Tarqui;16.108;0;16.108;
41797;Huila;Tesalia;9.767;0;9.767;
41799;Huila;Tello;10.215;58;10.273;
41801;Huila;Teruel;7.350;26;7.376;
41807;Huila;Timaná;20.894;25;20.919;
41872;Huila;Villavieja;6.943;0;6.943;
41885;Huila;Yaguará;7.361;19;7.380;
44001;La Guajira;Riohacha;176.830;743;177.573;
44035;La Guajira;Albania;26.038;902;26.940;
44078;La Guajira;Barrancas;28.547;2;28.549;
44090;La Guajira;Dibulla;35.599;597;36.196;
44098;La Guajira;Distracción;11.635;299;11.934;
44110;La Guajira;El Molino;6.963;0;6.963;
44279;La Guajira;Fonseca;40.837;15;40.852;
44378;La Guajira;Hatonuevo;17.672;0;17.672;
44420;La Guajira;La Jagua del Pilar;2.952;0;2.952;
44430;La Guajira;Maicao;159.081;142;159.223;
44560;La Guajira;Manaure;73.152;1.376;74.528;
44650;La Guajira;San Juan del Cesar;45.755;322;46.077;
44847;La Guajira;Uribia;158.166;2.545;160.711;
44855;La Guajira;Urumita;10.187;11;10.198;
44874;La Guajira;Villanueva;24.966;30;24.996;
47001;Magdalena;Santa Marta;477.257;2.596;479.853;
47030;Magdalena;Algarrobo;14.294;0;14.294;
47053;Magdalena;Aracataca;37.440;36;37.476;
47058;Magdalena;Ariguaní;28.284;64;28.348;
47161;Magdalena;Cerro San Antonio;9.225;0;9.225;
47170;Magdalena;Chivolo;18.208;0;18.208;
47189;Magdalena;Ciénaga;118.259;176;118.435;
47205;Magdalena;Concordia;9.681;0;9.681;
47245;Magdalena;El Banco;59.360;234;59.594;
47258;Magdalena;El Piñon;17.308;0;17.308;
47268;Magdalena;El Retén;19.345;0;19.345;
47288;Magdalena;Fundación;64.818;15;64.833;
47318;Magdalena;Guamal;25.308;4;25.312;
47460;Magdalena;Nueva Granada;17.441;29;17.470;
47541;Magdalena;Pedraza;7.569;0;7.569;
47545;Magdalena;Pijiño del Carmen;11.071;0;11.071;
47551;Magdalena;Pivijay;34.372;2;34.374;
47555;Magdalena;Plato;56.153;57;56.210;
47570;Magdalena;Puebloviejo;26.419;0;26.419;
47605;Magdalena;Remolino;9.555;0;9.555;
47660;Magdalena;Sabanas de San Angel;14.047;13;14.060;
47675;Magdalena;Salamina;9.360;0;9.360;
47692;Magdalena;San Sebastián de Buenavista;18.865;0;18.865;
47703;Magdalena;San Zenón;11.277;2;11.279;
47707;Magdalena;Santa Ana;22.705;18;22.723;
47720;Magdalena;Santa Bárbara de Pinto;9.345;0;9.345;
47745;Magdalena;Sitionuevo;25.804;0;25.804;
47798;Magdalena;Tenerife;12.364;0;12.364;
47960;Magdalena;Zapayán;8.606;0;8.606;
47980;Magdalena;Zona Bananera;66.802;0;66.802;
50001;Meta;Villavicencio;446.537;4.675;451.212;
50006;Meta;Acacías;73.925;4.274;78.199;
50110;Meta;Barranca de Upía;5.835;111;5.946;
50124;Meta;Cabuyaro;5.076;356;5.432;
50150;Meta;Castilla la Nueva;13.516;95;13.611;
50223;Meta;Cubarral;6.276;101;6.377;
50226;Meta;Cumaral;21.156;241;21.397;
50245;Meta;El Calvario;1.387;188;1.575;
50251;Meta;El Castillo;7.253;144;7.397;
50270;Meta;El Dorado;3.602;97;3.699;
50287;Meta;Fuente de Oro;11.536;63;11.599;
50313;Meta;Granada;63.959;973;64.932;
50318;Meta;Guamal;13.839;18;13.857;
50325;Meta;Mapiripán;5.766;270;6.036;
50330;Meta;Mesetas;9.629;122;9.751;
50350;Meta;La Macarena;23.113;764;23.877;
50370;Meta;Uribe;7.767;782;8.549;
50400;Meta;Lejanías;10.480;96;10.576;
50450;Meta;Puerto Concordia;7.873;213;8.086;
50568;Meta;Puerto Gaitán;39.414;1.603;41.017;
50573;Meta;Puerto López;27.969;301;28.270;
50577;Meta;Puerto Lleras;8.692;290;8.982;
50590;Meta;Puerto Rico;11.033;400;11.433;
50606;Meta;Restrepo;17.286;324;17.610;
50680;Meta;San Carlos de Guaroa;11.343;169;11.512;
50683;Meta;San Juan de Arama;7.884;358;8.242;
50686;Meta;San Juanito;1.106;43;1.149;
50689;Meta;San Martín;21.719;562;22.281;
50711;Meta;Vistahermosa;16.249;276;16.525;
52001;Nariño;Pasto;349.352;2.974;352.326;
52019;Nariño;Albán;8.191;6;8.197;
52022;Nariño;Aldana;6.872;0;6.872;
52036;Nariño;Ancuyá;7.481;0;7.481;
52051;Nariño;Arboleda;7.626;0;7.626;
52079;Nariño;Barbacoas;33.804;444;34.248;
52083;Nariño;Belén;5.961;7;5.968;
52110;Nariño;Buesaco;19.934;17;19.951;
52203;Nariño;Colón;7.764;0;7.764;
52207;Nariño;Consaca;10.098;19;10.117;
52210;Nariño;Contadero;6.421;0;6.421;
52215;Nariño;Córdoba;14.827;0;14.827;
52224;Nariño;Cuaspud;8.975;0;8.975;
52227;Nariño;Cumbal;32.672;0;32.672;
52233;Nariño;Cumbitara;5.095;1;5.096;
52240;Nariño;Chachagüí;12.357;62;12.419;
52250;Nariño;El Charco;21.071;0;21.071;
52254;Nariño;El Peñol;6.195;28;6.223;
52256;Nariño;El Rosario;6.498;0;6.498;
52258;Nariño;El Tablón de Gómez;13.235;20;13.255;
52260;Nariño;El Tambo;12.452;5;12.457;
52287;Nariño;Funes;6.182;29;6.211;
52317;Nariño;Guachucal;18.845;0;18.845;
52320;Nariño;Guaitarilla;10.774;0;10.774;
52323;Nariño;Gualmatán;6.290;0;6.290;
52352;Nariño;Iles;7.112;0;7.112;
52354;Nariño;Imués;6.351;0;6.351;
52356;Nariño;Ipiales;104.513;1.004;105.517;
52378;Nariño;La Cruz;16.661;13;16.674;
52381;Nariño;La Florida;9.047;0;9.047;
52385;Nariño;La Llanada;5.321;0;5.321;
52390;Nariño;La Tola;5.847;0;5.847;
52399;Nariño;La Unión;28.517;142;28.659;
52405;Nariño;Leiva;8.201;0;8.201;
52411;Nariño;Linares;8.949;25;8.974;
52418;Nariño;Los Andes;8.683;20;8.703;
52427;Nariño;Magüi;18.255;7;18.262;
52435;Nariño;Mallama;7.972;41;8.013;
52473;Nariño;Mosquera;10.202;4;10.206;
52480;Nariño;Nariño;4.007;0;4.007;
52490;Nariño;Olaya Herrera;21.356;59;21.415;
52506;Nariño;Ospina;6.488;0;6.488;
52520;Nariño;Francisco Pizarro;7.430;0;7.430;
52540;Nariño;Policarpa;8.149;0;8.149;
52560;Nariño;Potosí;10.179;7;10.186;
52565;Nariño;Providencia;4.619;0;4.619;
52573;Nariño;Puerres;8.429;17;8.446;
52585;Nariño;Pupiales;16.431;0;16.431;
52612;Nariño;Ricaurte;18.067;0;18.067;
52621;Nariño;Roberto Payán;10.473;0;10.473;
52678;Nariño;Samaniego;23.697;30;23.727;
52683;Nariño;Sandoná;18.837;22;18.859;
52685;Nariño;San Bernardo;8.874;0;8.874;
52687;Nariño;San Lorenzo;16.626;27;16.653;
52693;Nariño;San Pablo;12.905;24;12.929;
52694;Nariño;San Pedro de Cartago;6.572;0;6.572;
52696;Nariño;Santa Bárbara;8.989;0;8.989;
52699;Nariño;Santacruz;9.869;0;9.869;
52720;Nariño;Sapuyes;6.894;147;7.041;
52786;Nariño;Taminango;15.412;0;15.412;
52788;Nariño;Tangua;10.331;0;10.331;
52835;Nariño;San Andrés de Tumaco;134.862;3.229;138.091;
52838;Nariño;Túquerres;41.909;504;42.413;
52885;Nariño;Yacuanquer;10.579;0;10.579;
54001;Norte de Santander;Cúcuta;624.729;4.685;629.414;
54003;Norte de Santander;Abrego;30.118;73;30.191;
54051;Norte de Santander;Arboledas;8.102;100;8.202;
54099;Norte de Santander;Bochalema;6.867;105;6.972;
54109;Norte de Santander;Bucarasica;4.698;0;4.698;
54125;Norte de Santander;Cácota;2.723;10;2.733;
54128;Norte de Santander;Cachirá;8.642;0;8.642;
54172;Norte de Santander;Chinácota;15.956;65;16.021;
54174;Norte de Santander;Chitagá;10.554;0;10.554;
54206;Norte de Santander;Convención;17.879;233;18.112;
54223;Norte de Santander;Cucutilla;7.648;0;7.648;
54239;Norte de Santander;Durania;4.367;23;4.390;
54245;Norte de Santander;El Carmen;11.959;42;12.001;
54250;Norte de Santander;El Tarra;18.986;89;19.075;
54261;Norte de Santander;El Zulia;25.999;20;26.019;
54313;Norte de Santander;Gramalote;5.915;493;6.408;
54344;Norte de Santander;Hacarí;9.622;123;9.745;
54347;Norte de Santander;Herrán;4.689;13;4.702;
54377;Norte de Santander;Labateca;5.538;12;5.550;
54385;Norte de Santander;La Esperanza;11.040;0;11.040;
54398;Norte de Santander;La Playa;7.146;91;7.237;
54405;Norte de Santander;Los Patios;81.112;299;81.411;
54418;Norte de Santander;Lourdes;3.602;7;3.609;
54480;Norte de Santander;Mutiscua;3.891;0;3.891;
54498;Norte de Santander;Ocaña;110.671;972;111.643;
54518;Norte de Santander;Pamplona;44.805;716;45.521;
54520;Norte de Santander;Pamplonita;4.929;15;4.944;
54553;Norte de Santander;Puerto Santander;8.139;0;8.139;
54599;Norte de Santander;Ragonvalia;5.381;39;5.420;
54660;Norte de Santander;Salazar;8.724;44;8.768;
54670;Norte de Santander;San Calixto;9.915;46;9.961;
54673;Norte de Santander;San Cayetano;6.677;0;6.677;
54680;Norte de Santander;Santiago;3.079;8;3.087;
54720;Norte de Santander;Sardinata;21.159;84;21.243;
54743;Norte de Santander;Silos;5.713;0;5.713;
54800;Norte de Santander;Teorama;12.710;17;12.727;
54810;Norte de Santander;Tibú;51.144;255;51.399;
54820;Norte de Santander;Toledo;14.763;199;14.962;
54871;Norte de Santander;Villa Caro;4.602;0;4.602;
54874;Norte de Santander;Villa del Rosario;93.550;185;93.735;
63001;Quindio;Armenia;273.769;1.872;275.641;
63111;Quindio;Buenavista;2.681;60;2.741;
63130;Quindio;Calarca;69.366;1.296;70.662;
63190;Quindio;Circasia;27.090;45;27.135;
63212;Quindio;Córdoba;5.516;19;5.535;
63272;Quindio;Filandia;11.183;162;11.345;
63302;Quindio;Génova;7.050;71;7.121;
63401;Quindio;La Tebaida;32.491;73;32.564;
63470;Quindio;Montenegro;35.138;186;35.324;
63548;Quindio;Pijao;4.854;23;4.877;
63594;Quindio;Quimbaya;28.983;134;29.117;
63690;Quindio;Salento;7.490;88;7.578;
66001;Risaralda;Pereira;406.722;2.948;409.670;
66045;Risaralda;Apía;10.662;45;10.707;
66075;Risaralda;Balboa;4.976;33;5.009;
66088;Risaralda;Belén de Umbría;21.398;52;21.450;
66170;Risaralda;Dosquebradas;194.229;661;194.890;
66318;Risaralda;Guática;11.516;16;11.532;
66383;Risaralda;La Celia;6.154;24;6.178;
66400;Risaralda;La Virginia;25.829;71;25.900;
66440;Risaralda;Marsella;15.422;33;15.455;
66456;Risaralda;Mistrató;15.921;282;16.203;
66572;Risaralda;Pueblo Rico;14.429;0;14.429;
66594;Risaralda;Quinchía;25.182;31;25.213;
66682;Risaralda;Santa Rosa de Cabal;70.586;588;71.174;
66687;Risaralda;Santuario;11.734;53;11.787;
68001;Santander;Bucaramanga;523.426;5.429;528.855;
68013;Santander;Aguada;1.649;13;1.662;
68020;Santander;Albania;3.307;10;3.317;
68051;Santander;Aratoca;7.861;52;7.913;
68077;Santander;Barbosa;28.739;30;28.769;
68079;Santander;Barichara;7.571;76;7.647;
68081;Santander;Barrancabermeja;197.974;1.590;199.564;
68092;Santander;Betulia;5.185;45;5.230;
68101;Santander;Bolívar;9.437;130;9.567;
68121;Santander;Cabrera;1.605;16;1.621;
68132;Santander;California;1.784;48;1.832;
68147;Santander;Capitanejo;5.276;52;5.328;
68152;Santander;Carcasí;4.130;0;4.130;
68160;Santander;Cepitá;1.869;0;1.869;
68162;Santander;Cerrito;6.460;0;6.460;
68167;Santander;Charalá;10.934;101;11.035;
68169;Santander;Charta;2.814;10;2.824;
68176;Santander;Chima;2.364;0;2.364;
68179;Santander;Chipatá;4.336;5;4.341;
68190;Santander;Cimitarra;24.843;939;25.782;
68207;Santander;Concepción;5.300;0;5.300;
68209;Santander;Confines;2.902;13;2.915;
68211;Santander;Contratación;3.179;117;3.296;
68217;Santander;Coromoro;4.775;41;4.816;
68229;Santander;Curití;11.600;53;11.653;
68235;Santander;El Carmen de Chucurí;17.567;71;17.638;
68245;Santander;El Guacamayo;1.642;1;1.643;
68250;Santander;El Peñón;4.095;2;4.097;
68255;Santander;El Playón;12.840;126;12.966;
68264;Santander;Encino;2.328;6;2.334;
68266;Santander;Enciso;3.382;12;3.394;
68271;Santander;Florián;4.596;7;4.603;
68276;Santander;Floridablanca;274.607;502;275.109;
68296;Santander;Galán;2.666;16;2.682;
68298;Santander;Gambita;3.508;21;3.529;
68307;Santander;Girón;148.741;1.869;150.610;
68318;Santander;Guaca;5.742;20;5.762;
68320;Santander;Guadalupe;3.818;62;3.880;
68322;Santander;Guapotá;2.052;0;2.052;
68324;Santander;Guavatá;3.748;3;3.751;
68327;Santander;Güepsa;4.402;3;4.405;
68344;Santander;Hato;2.120;0;2.120;
68368;Santander;Jesús María;2.987;4;2.991;
68370;Santander;Jordán;1.163;0;1.163;
68377;Santander;La Belleza;5.500;5;5.505;
68385;Santander;Landázuri;9.231;7;9.238;
68397;Santander;La Paz;3.986;3;3.989;
68406;Santander;Lebríja;37.170;44;37.214;
68418;Santander;Los Santos;12.403;30;12.433;
68425;Santander;Macaravita;2.130;0;2.130;
68432;Santander;Málaga;19.567;317;19.884;
68444;Santander;Matanza;4.470;29;4.499;
68464;Santander;Mogotes;10.113;52;10.165;
68468;Santander;Molagavita;3.915;0;3.915;
68498;Santander;Ocamonte;4.537;0;4.537;
68500;Santander;Oiba;10.117;0;10.117;
68502;Santander;Onzaga;3.928;27;3.955;
68522;Santander;Palmar;1.244;9;1.253;
68524;Santander;Palmas del Socorro;2.432;35;2.467;
68533;Santander;Páramo;4.144;0;4.144;
68547;Santander;Piedecuesta;156.660;765;157.425;
68549;Santander;Pinchote;4.457;51;4.508;
68572;Santander;Puente Nacional;12.451;135;12.586;
68573;Santander;Puerto Parra;6.861;0;6.861;
68575;Santander;Puerto Wilches;31.698;0;31.698;
68615;Santander;Rionegro;25.233;33;25.266;
68655;Santander;Sabana de Torres;27.718;127;27.845;
68669;Santander;San Andrés;7.985;50;8.035;
68673;Santander;San Benito;2.705;1;2.706;
68679;Santander;San Gil;54.066;621;54.687;
68682;Santander;San Joaquín;2.167;0;2.167;
68684;Santander;San José de Miranda;4.132;21;4.153;
68686;Santander;San Miguel;2.433;0;2.433;
68689;Santander;San Vicente de Chucurí;28.760;667;29.427;
68705;Santander;Santa Bárbara;2.239;0;2.239;
68720;Santander;Santa Helena del Opón;3.160;6;3.166;
68745;Santander;Simacota;7.759;83;7.842;
68755;Santander;Socorro;28.975;1.022;29.997;
68770;Santander;Suaita;8.739;32;8.771;
68773;Santander;Sucre;6.038;6;6.044;
68780;Santander;Suratá;3.520;0;3.520;
68820;Santander;Tona;6.680;0;6.680;
68855;Santander;Valle de San José;5.648;0;5.648;
68861;Santander;Vélez;18.382;994;19.376;
68867;Santander;Vetas;1.762;0;1.762;
68872;Santander;Villanueva;6.725;13;6.738;
68895;Santander;Zapatoca;8.865;132;8.997;
70001;Sucre;Sincelejo;273.225;1.397;274.622;
70110;Sucre;Buenavista;10.005;2;10.007;
70124;Sucre;Caimito;13.331;0;13.331;
70204;Sucre;Coloso;7.803;0;7.803;
70215;Sucre;Corozal;65.848;502;66.350;
70221;Sucre;Coveñas;15.131;1.960;17.091;
70230;Sucre;Chalán;4.425;0;4.425;
70233;Sucre;El Roble;9.786;0;9.786;
70235;Sucre;Galeras;20.239;0;20.239;
70265;Sucre;Guaranda;15.618;0;15.618;
70400;Sucre;La Unión;11.510;0;11.510;
70418;Sucre;Los Palmitos;21.831;0;21.831;
70429;Sucre;Majagual;32.622;0;32.622;
70473;Sucre;Morroa;14.789;4;14.793;
70508;Sucre;Ovejas;22.384;0;22.384;
70523;Sucre;Palmito;12.534;0;12.534;
70670;Sucre;Sampués;44.617;0;44.617;
70678;Sucre;San Benito Abad;25.511;0;25.511;
70702;Sucre;San Juan de Betulia;13.435;2;13.437;
70708;Sucre;San Marcos;53.315;25;53.340;
70713;Sucre;San Onofre;47.952;0;47.952;
70717;Sucre;San Pedro;18.010;19;18.029;
70742;Sucre;San Luis de Sincé;30.188;0;30.188;
70771;Sucre;Sucre;23.971;0;23.971;
70820;Sucre;Santiago de Tolú;32.012;0;32.012;
70823;Sucre;Tolú Viejo;20.033;0;20.033;
73001;Tolima;Ibagué;494.059;6.627;500.686;
73024;Tolima;Alpujarra;4.072;19;4.091;
73026;Tolima;Alvarado;6.712;0;6.712;
73030;Tolima;Ambalema;6.524;0;6.524;
73043;Tolima;Anzoátegui;7.591;67;7.658;
73055;Tolima;Armero;11.326;114;11.440;
73067;Tolima;Ataco;18.218;19;18.237;
73124;Tolima;Cajamarca;17.260;49;17.309;
73148;Tolima;Carmen de Apicalá;9.614;29;9.643;
73152;Tolima;Casabianca;5.496;0;5.496;
73168;Tolima;Chaparral;43.221;574;43.795;
73200;Tolima;Coello;7.495;0;7.495;
73217;Tolima;Coyaima;18.999;0;18.999;
73226;Tolima;Cunday;7.762;0;7.762;
73236;Tolima;Dolores;7.262;12;7.274;
73268;Tolima;Espinal;67.174;809;67.983;
73270;Tolima;Falan;6.612;0;6.612;
73275;Tolima;Flandes;27.309;25;27.334;
73283;Tolima;Fresno;28.776;144;28.920;
73319;Tolima;Guamo;30.364;152;30.516;
73347;Tolima;Herveo;6.361;7;6.368;
73349;Tolima;Honda;22.753;863;23.616;
73352;Tolima;Icononzo;9.979;78;10.057;
73408;Tolima;Lérida;16.971;113;17.084;
73411;Tolima;Líbano;32.886;376;33.262;
73443;Tolima;Mariquita;34.398;107;34.505;
73449;Tolima;Melgar;33.773;363;34.136;
73461;Tolima;Murillo;3.348;41;3.389;
73483;Tolima;Natagaima;14.274;18;14.292;
73504;Tolima;Ortega;29.662;3;29.665;
73520;Tolima;Palocabildo;9.188;22;9.210;
73547;Tolima;Piedras;5.518;56;5.574;
73555;Tolima;Planadas;21.503;54;21.557;
73563;Tolima;Prado;7.893;0;7.893;
73585;Tolima;Purificación;22.461;221;22.682;
73616;Tolima;Rioblanco;19.065;25;19.090;
73622;Tolima;Roncesvalles;5.093;68;5.161;
73624;Tolima;Rovira;20.220;0;20.220;
73671;Tolima;Saldaña;14.078;21;14.099;
73675;Tolima;San Antonio;11.478;36;11.514;
73678;Tolima;San Luis;12.139;0;12.139;
73686;Tolima;Santa Isabel;5.026;102;5.128;
73770;Tolima;Suárez;3.446;0;3.446;
73854;Tolima;Valle de San Juan;4.502;0;4.502;
73861;Tolima;Venadillo;12.114;23;12.137;
73870;Tolima;Villahermosa;8.520;10;8.530;
73873;Tolima;Villarrica;5.005;16;5.021;
76001;Valle del Cauca;Cali;1.811.385;11.484;1.822.869;
76020;Valle del Cauca;Alcalá;12.165;21;12.186;
76036;Valle del Cauca;Andalucía;18.117;15;18.132;
76041;Valle del Cauca;Ansermanuevo;15.651;17;15.668;
76054;Valle del Cauca;Argelia;5.008;0;5.008;
76100;Valle del Cauca;Bolívar;13.899;55;13.954;
76109;Valle del Cauca;Buenaventura;256.921;1.524;258.445;
76111;Valle del Cauca;Guadalajara de Buga;114.081;1.740;115.821;
76113;Valle del Cauca;Bugalagrande;22.030;22;22.052;
76122;Valle del Cauca;Caicedonia;26.132;225;26.357;
76126;Valle del Cauca;Calima;16.016;38;16.054;
76130;Valle del Cauca;Candelaria;84.626;35;84.661;
76147;Valle del Cauca;Cartago;117.395;1.408;118.803;
76233;Valle del Cauca;Dagua;39.550;115;39.665;
76243;Valle del Cauca;El Águila;7.373;20;7.393;
76246;Valle del Cauca;El Cairo;6.179;0;6.179;
76248;Valle del Cauca;El Cerrito;53.929;54;53.983;
76250;Valle del Cauca;El Dovio;8.496;17;8.513;
76275;Valle del Cauca;Florida;54.207;0;54.207;
76306;Valle del Cauca;Ginebra;18.956;113;19.069;
76318;Valle del Cauca;Guacarí;30.090;185;30.275;
76364;Valle del Cauca;Jamundí;127.125;4.681;131.806;
76377;Valle del Cauca;La Cumbre;12.839;40;12.879;
76400;Valle del Cauca;La Unión;29.367;21;29.388;
76403;Valle del Cauca;La Victoria;11.046;12;11.058;
76497;Valle del Cauca;Obando;10.970;0;10.970;
76520;Valle del Cauca;Palmira;299.173;3.469;302.642;
76563;Valle del Cauca;Pradera;43.506;46;43.552;
76606;Valle del Cauca;Restrepo;12.798;18;12.816;
76616;Valle del Cauca;Riofrío;14.027;18;14.045;
76622;Valle del Cauca;Roldanillo;31.466;192;31.658;
76670;Valle del Cauca;San Pedro;15.450;0;15.450;
76736;Valle del Cauca;Sevilla;36.552;275;36.827;
76823;Valle del Cauca;Toro;12.068;23;12.091;
76828;Valle del Cauca;Trujillo;16.646;42;16.688;
76834;Valle del Cauca;Tuluá;185.762;1.397;187.159;
76845;Valle del Cauca;Ulloa;4.772;72;4.844;
76863;Valle del Cauca;Versalles;6.233;0;6.233;
76869;Valle del Cauca;Vijes;10.741;25;10.766;
76890;Valle del Cauca;Yotoco;15.319;6;15.325;
76892;Valle del Cauca;Yumbo;94.868;172;95.040;
